Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
404,Dereon Seabron,SG,22,NOP,4,0,2,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0.3,0,0.3,0,0,0,0,0.3,1
405,Alperen Şengün,C,20,HOU,37,34,26.7,5.6,10.2,0.549,0.1,0.7,0.2,5.5,9.6,0.573,0.555,3.1,3.9,0.781,3.3,5.4,8.6,2.8,0.7,0.9,2.1,3.4,14.5
406,Collin Sexton,SG,24,UTA,32,10,24.1,4.8,9.8,0.487,1,2.6,0.386,3.8,7.2,0.524,0.538,3.6,4.2,0.844,0.8,1.4,2.2,2.9,0.6,0.1,1.7,2.4,14.1
407,Landry Shamet,SG,25,PHO,29,6,21.3,3.1,8,0.386,2.1,5.4,0.385,1,2.7,0.39,0.515,1.3,1.4,0.902,0.3,1.3,1.6,2.1,0.6,0.2,1,1.5,9.6
408,Day'Ron Sharpe,C,21,BRK,20,1,8.9,1.5,2.9,0.526,0.2,0.3,0.8,1.3,2.6,0.5,0.561,0.7,1,0.684,1.3,1.9,3.2,0.7,0.2,0.5,0.8,1.7,3.9
409,Shaedon Sharpe,SG,19,POR,39,5,19.4,3.1,6.5,0.475,0.9,2.4,0.358,2.2,4.1,0.544,0.541,0.6,0.9,0.611,0.8,1.7,2.5,0.5,0.4,0.2,0.7,1.6,7.6
410,Pascal Siakam,C,28,TOR,31,31,37.2,8.9,18.8,0.474,1.4,4.1,0.339,7.5,14.7,0.512,0.511,6.6,8.5,0.779,2,6.3,8.3,6.5,0.9,0.5,2.6,3.3,25.8
411,Ben Simmons,PG,26,BRK,30,25,27.2,3.5,6,0.592,0,0,0,3.5,5.9,0.596,0.592,0.6,1.5,0.413,1,5.6,6.7,6,1.4,0.5,2.1,3.5,7.7
412,Marko Simonovic,C,23,CHI,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
413,Anfernee Simons,SG,23,POR,38,38,36.2,7.8,17.9,0.438,3.7,10,0.375,4.1,7.9,0.518,0.543,2.7,3.1,0.897,0.3,2.6,2.9,4,0.8,0.2,2.3,2.4,22.2
414,Jericho Sims,C,24,NYK,32,2,12.3,1.7,2.1,0.779,0,0,,1.7,2.1,0.779,0.779,0.3,0.3,0.8,1.8,2.4,4.2,0.3,0.2,0.6,0.4,1.6,3.6
415,Marcus Smart,PG,28,BOS,36,36,32.6,4,9.4,0.424,1.8,5.3,0.339,2.2,4.1,0.534,0.519,1.3,1.7,0.774,0.7,2.7,3.4,7.2,1.3,0.4,2.3,2.7,11.1
416,Dennis Smith Jr.,PG,25,CHO,20,11,26.4,3.7,8.4,0.437,0.6,1.9,0.289,3.1,6.5,0.481,0.47,0.7,1.1,0.619,0.5,2.5,3,5,1.8,0.6,1.5,2.3,8.5
417,Dru Smith,SG,25,MIA,5,1,13.4,1,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0,0,,0.2,1.6,1.8,1,0.8,0.6,0.2,2,2.2
418,Ish Smith,PG,34,DEN,20,0,8.2,1.1,2.7,0.396,0.1,0.3,0.333,1,2.4,0.404,0.415,0.1,0.1,0.5,0.1,0.8,0.8,1.7,0.3,0.3,0.9,0.6,2.3
419,Jabari Smith Jr.,PF,19,HOU,40,40,29.8,4.1,10.7,0.383,1.8,5.7,0.317,2.3,5,0.458,0.467,1.7,2.1,0.812,1.2,5.9,7.1,0.9,0.6,0.9,1.4,3.1,11.7
420,Jalen Smith,PF,22,IND,40,28,20.3,3.8,8.1,0.462,1,3.4,0.284,2.8,4.8,0.586,0.52,1.6,2,0.778,1.8,4.3,6.1,1.1,0.4,0.9,1.2,2.2,10
421,Jeremy Sochan,PF,19,SAS,36,33,25.5,3.7,8.1,0.455,0.4,2.1,0.203,3.3,6,0.542,0.481,1,1.6,0.632,1.5,3.2,4.7,2.5,0.9,0.5,1.8,2.8,8.8
422,Jaden Springer,PG,20,PHI,6,0,4,1.2,1.8,0.636,0,0,,1.2,1.8,0.636,0.636,0.5,0.7,0.75,0.7,0.5,1.2,0.2,0.2,0.3,0.2,1,2.8
423,Lamar Stevens,PF,25,CLE,26,18,21.6,2.5,5.7,0.436,0.6,1.9,0.3,1.9,3.8,0.505,0.487,0.7,1.1,0.679,0.7,3,3.7,0.7,0.5,0.5,0.6,1.3,6.3
424,Isaiah Stewart,C,21,DET,36,36,28.5,4.1,8.9,0.457,1.4,4.2,0.342,2.6,4.7,0.559,0.537,2.2,3,0.741,2.2,5.8,7.9,1.2,0.4,0.7,1.5,2.6,11.8
425,Max Strus,SF,26,MIA,40,22,30.7,4.7,11.6,0.406,2.8,8,0.344,2,3.6,0.545,0.525,1.1,1.3,0.86,0.7,2.8,3.5,2,0.8,0.2,0.9,2.1,13.2
426,Jalen Suggs,PG,21,ORL,18,13,25.6,4.1,9.8,0.412,1.2,4.5,0.272,2.8,5.3,0.531,0.475,1.8,2.6,0.696,1.1,2.1,3.1,4.6,1.3,0.6,2.8,2.6,11.1
427,Edmond Sumner,SG,27,BRK,33,9,14.4,2.3,5.1,0.456,0.5,1.7,0.281,1.8,3.4,0.545,0.503,1.6,1.8,0.931,0.3,1.1,1.4,1.4,0.8,0.2,0.9,1.5,6.8
428,Cole Swider,SF,23,LAL,3,0,9.7,1,2.7,0.375,1,2.3,0.429,0,0.3,0,0.563,0,0,,0,2,2,1.3,0,0,0,0.7,3
429,Jae'Sean Tate,SF,27,HOU,6,2,20.7,2.8,6.5,0.436,0.7,1.8,0.364,2.2,4.7,0.464,0.487,0.5,0.7,0.75,2,2,4,3.5,1.3,0.2,1.5,3.5,6.8
430,Jayson Tatum,PF,24,BOS,40,40,36.7,10.1,21.4,0.471,3.2,9.2,0.351,6.9,12.3,0.561,0.547,7.4,8.6,0.858,1.1,7.1,8.2,4.2,1.1,0.8,2.6,2.1,30.8
431,Terry Taylor,SG,23,IND,19,2,7.4,0.7,1.9,0.361,0.1,0.6,0.182,0.6,1.3,0.44,0.389,0.2,0.3,0.8,0.6,0.7,1.3,0.3,0.1,0.2,0.2,0.8,1.7
432,Garrett Temple,SG,36,NOP,14,0,7.8,0.9,2.1,0.433,0.6,1.4,0.421,0.4,0.8,0.455,0.567,0.2,0.3,0.75,0.1,0.6,0.7,0.5,0.6,0.1,0.2,0.8,2.6
433,Dalen Terry,SG,20,CHI,14,0,3.7,0.3,0.9,0.308,0.1,0.3,0.25,0.2,0.6,0.333,0.346,0.2,0.3,0.75,0,0.3,0.3,0.5,0.1,0.1,0.3,0.3,0.9
434,Cam Thomas,SG,21,BRK,27,0,13.6,2.1,5.1,0.413,0.4,1.1,0.387,1.7,4,0.421,0.457,1.7,2.2,0.783,0.1,1.2,1.3,1.4,0.3,0.1,0.7,0.9,6.4
435,Klay Thompson,SG,32,GSW,32,32,32.3,7.5,18.2,0.415,4,10.5,0.385,3.5,7.7,0.455,0.526,1.8,2,0.889,0.8,3.2,3.9,2.4,0.6,0.5,1.7,2,20.8
436,JT Thor,PF,20,CHO,29,0,10.7,1,2.7,0.385,0.4,1.5,0.279,0.6,1.2,0.514,0.462,0.4,0.5,0.733,0.5,1.2,1.7,0.4,0.2,0.2,0.4,0.8,2.9
437,Matisse Thybulle,SG,25,PHI,36,6,12,1,2.4,0.414,0.4,1.4,0.32,0.6,1,0.541,0.506,0.1,0.2,0.5,0.3,0.9,1.2,0.5,0.8,0.3,0.1,1.2,2.5
438,Xavier Tillman Sr.,PF,24,MEM,25,1,11.7,2,3.4,0.6,0.1,0.4,0.3,1.9,3,0.64,0.618,0.6,1.2,0.467,1.4,1.7,3.1,0.6,0.5,0.4,0.4,1,4.8
439,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1,0.25,0,0.8,0,0.3,0.3,1,0.25,0,0,,0,0,0,0,0,0,0,0,0.5
440,Obi Toppin,PF,24,NYK,27,0,16.5,2.7,6.6,0.418,1.3,3.8,0.353,1.4,2.8,0.507,0.52,0.6,0.7,0.842,0.5,3,3.6,1,0.4,0.2,0.7,1.1,7.4
441,Juan Toscano-Anderson,SF,29,LAL,21,5,12.6,1,2.1,0.5,0.1,0.7,0.2,0.9,1.4,0.655,0.534,0.3,0.4,0.667,0.4,1.8,2.2,0.7,0.4,0.3,0.7,1.7,2.5
442,Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,0.505,1.8,5.6,0.325,5.5,8.9,0.618,0.568,4.4,5,0.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8
443,Gary Trent Jr.,SG,24,TOR,34,24,32.3,6.4,14.4,0.443,2.6,7.1,0.367,3.8,7.3,0.516,0.533,3.2,3.9,0.821,0.5,1.8,2.3,1.5,1.6,0.2,1.1,1.8,18.5
444,P.J. Tucker,PF,37,PHI,38,38,27.4,1.2,3.1,0.405,0.7,1.7,0.379,0.6,1.3,0.44,0.513,0.3,0.3,0.833,1.3,3.1,4.4,0.9,0.6,0.3,0.8,2.6,3.4
445,Myles Turner,C,26,IND,35,35,29.8,6.1,11,0.552,1.4,3.8,0.379,4.7,7.3,0.642,0.617,3.4,4.4,0.784,1.4,6.5,7.9,1.5,0.6,2.3,1.7,3.3,17
446,Jonas Valančiūnas,C,30,NOP,42,42,24.8,5.5,10.5,0.524,0.6,1.8,0.351,4.9,8.7,0.559,0.554,2.5,3,0.847,2.8,6.7,9.5,1.7,0.3,0.5,2,3.1,14.1
447,Jarred Vanderbilt,PF,23,UTA,42,39,24.8,3.4,6.1,0.565,0.4,1.1,0.333,3.1,5,0.614,0.594,1.2,1.8,0.684,2.5,5.6,8.1,2.8,1.1,0.2,1.5,2.6,8.5
448,Fred VanVleet,PG,28,TOR,33,33,36.9,5.9,15.6,0.376,2.8,8.7,0.328,3,6.9,0.437,0.467,3.8,4.3,0.88,0.5,3.7,4.2,6.3,1.5,0.5,1.8,2.8,18.4
449,Devin Vassell,SG,22,SAS,29,24,31.3,7.1,16,0.445,2.8,7,0.404,4.3,9,0.477,0.533,2.4,3,0.793,0.2,3.8,4,3.6,1.2,0.4,1.6,1.4,19.4
450,Gabe Vincent,PG,26,MIA,28,2,24.3,2.9,7.7,0.38,1.3,4.5,0.291,1.6,3.2,0.506,0.465,1,1.1,0.844,0.4,1.8,2.1,2.7,0.7,0.1,1.5,2.4,8.1
451,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1,0.458,0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1
452,Nikola Vučević,C,32,CHI,42,42,33.4,6.7,13,0.517,1.7,4.5,0.38,5,8.5,0.589,0.583,1.7,2.1,0.83,2,8.9,10.9,3.1,0.6,0.9,1.8,2.1,16.9
453,Dean Wade,PF,26,CLE,17,9,24.1,2.2,4.9,0.452,1.4,3.3,0.411,0.9,1.6,0.536,0.589,0.5,0.8,0.692,0.6,3.5,4.1,1,0.7,0.4,0.4,2.5,6.4
454,Franz Wagner,SF,21,ORL,41,41,33.4,7.3,15,0.49,1.6,4.5,0.353,5.8,10.5,0.549,0.543,3.9,4.5,0.86,0.9,3,3.8,3.4,0.9,0.2,2.2,2.3,20.2
455,Moritz Wagner,C,25,ORL,21,14,24.3,4,8.2,0.494,1.2,3.5,0.342,2.9,4.7,0.606,0.567,2.7,3.1,0.848,1.8,4.5,6.3,2,0.9,0.2,1.6,3.1,12
456,Ish Wainright,SF,28,PHO,26,1,14.5,1.3,3.3,0.391,0.9,2.4,0.371,0.4,1,0.44,0.523,0.2,0.3,0.667,1,1,2.1,0.9,0.7,0.2,0.5,2,3.7
457,Jabari Walker,SF,20,POR,24,0,8.9,0.9,2,0.429,0.1,0.5,0.25,0.8,1.5,0.486,0.459,0.4,0.6,0.643,1,1.5,2.5,0.6,0.1,0.2,0.4,1.1,2.3
458,Kemba Walker,PG,32,DAL,9,1,16,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8
459,Lonnie Walker IV,SG,24,LAL,32,32,29.8,5.3,11.7,0.455,2.1,5.4,0.384,3.3,6.3,0.515,0.543,2,2.3,0.875,0.3,2,2.3,1.4,0.8,0.3,1,1.7,14.7
460,John Wall,PG,32,LAC,33,3,22,4,9.9,0.405,0.9,3.2,0.295,3.1,6.7,0.457,0.452,2.3,3.4,0.676,0.4,2.2,2.6,5.3,0.8,0.4,2.3,1.7,11.2
461,T.J. Warren,SF,29,BRK,16,0,19.9,4.1,7.7,0.537,0.6,1.8,0.345,3.5,5.9,0.596,0.577,1,1.1,0.889,0.7,2.5,3.2,1.4,0.8,0.3,0.7,1.7,9.9
462,Duane Washington Jr.,SG,22,PHO,26,2,12.9,3.2,8.5,0.38,1.3,3.8,0.357,1.9,4.7,0.398,0.459,0.5,0.8,0.636,0,1.1,1.1,2,0.2,0.1,1.2,0.7,8.3
463,P.J. Washington,PF,24,CHO,41,41,32,5.7,13.1,0.437,2,5.6,0.351,3.8,7.5,0.502,0.512,1.8,2.3,0.798,1.1,3.5,4.6,2.3,0.8,1.1,1.5,2.7,15.3
464,TyTy Washington Jr.,PG,21,HOU,12,0,10.7,1.3,3.8,0.348,0.3,1.8,0.143,1.1,2.1,0.52,0.38,0.3,0.5,0.5,0.1,1.3,1.3,1.3,0.4,0,0.3,1.2,3.2
465,Yuta Watanabe,SF,28,BRK,27,0,18.3,2.7,4.8,0.558,1.4,2.7,0.527,1.2,2,0.6,0.709,0.6,0.8,0.714,0.6,2.2,2.8,0.9,0.6,0.4,0.4,1.6,7.3
466,Lindy Waters III,SG,25,OKC,15,0,11.8,1.4,3.7,0.382,1.3,3.4,0.373,0.1,0.3,0.5,0.555,0.3,0.5,0.714,0.4,1.5,1.9,0.7,0.3,0.3,0.3,0.9,4.4
467,Trendon Watford,PF,22,POR,28,2,16.6,1.8,3.3,0.548,0.3,0.8,0.348,1.5,2.5,0.614,0.591,1.2,1.6,0.773,0.7,3.1,3.8,1.6,0.5,0.1,1,1.9,5.1
468,Peyton Watson,SG,20,DEN,6,0,2.5,0.5,1.5,0.333,0,0.2,0,0.5,1.3,0.375,0.333,0,0,,0.3,0.2,0.5,0,0,0,0,0.2,1
469,Blake Wesley,SG,19,SAS,2,0,11.5,3,4.5,0.667,1,1.5,0.667,2,3,0.667,0.778,1,2,0.5,0.5,0.5,1,2,0,0,1,1.5,8
470,Russell Westbrook,PG,34,LAL,38,3,28.2,5.6,13.5,0.414,1.1,4,0.285,4.4,9.5,0.468,0.456,2.8,4.1,0.673,1.1,5.3,6.4,7.9,1,0.5,3.7,2.3,15.1
471,Coby White,PG,22,CHI,34,0,20.7,2.7,6.6,0.412,1.6,4.4,0.353,1.2,2.2,0.526,0.529,0.8,1.1,0.778,0.2,2.4,2.5,1.8,0.7,0.1,0.8,1.7,7.9
472,Derrick White,SG,28,BOS,42,35,26.4,3.3,7.5,0.443,1.5,4,0.361,1.9,3.5,0.537,0.54,1.7,1.9,0.864,0.6,2.5,3.1,3.4,0.8,1,1,2.4,9.8
473,Jack White,SF,25,DEN,10,0,3.2,0.3,0.9,0.333,0.1,0.3,0.333,0.2,0.6,0.333,0.389,0,0,,0.3,0.4,0.7,0,0.1,0.2,0,0.5,0.7
474,Aaron Wiggins,SG,24,OKC,32,7,18.2,2.4,4.8,0.49,0.7,1.8,0.393,1.7,3.1,0.545,0.561,0.9,1.1,0.8,1,2.4,3.4,1.5,0.5,0.1,0.9,1.6,6.3
475,Andrew Wiggins,SF,27,GSW,24,24,32.1,7.2,14.5,0.496,2.9,6.7,0.431,4.3,7.8,0.551,0.595,1.2,1.9,0.63,1.6,3.4,5,2.2,1.5,0.8,1.4,2.9,18.4
476,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0
477,Grant Williams,PF,24,BOS,41,15,27.7,3.1,6.1,0.504,1.5,3.7,0.412,1.6,2.4,0.646,0.629,1.2,1.5,0.85,1.1,3.6,4.7,1.7,0.7,0.3,0.9,2.4,9
478,Jalen Williams,SG,21,OKC,37,24,27.8,4.7,9.2,0.51,0.8,2.6,0.292,3.9,6.6,0.596,0.551,1.5,2,0.74,0.7,2.9,3.6,2.8,0.9,0.5,1.6,2.6,11.6
479,Jaylin Williams,PF,20,OKC,11,3,11.9,1.1,3.2,0.343,0.3,1.1,0.25,0.8,2.1,0.391,0.386,0.5,0.9,0.6,0.8,2.7,3.5,1.1,0.5,0.1,0.5,2.1,3
480,Kenrich Williams,PF,28,OKC,33,5,21.7,3.2,5.8,0.552,0.9,2.1,0.426,2.3,3.8,0.621,0.628,0.4,0.8,0.462,1.9,2.8,4.7,1.5,0.7,0.2,0.4,2.1,7.7
481,Mark Williams,C,21,CHO,12,0,13.7,2.3,4.1,0.551,0,0,,2.3,4.1,0.551,0.551,1.6,2.2,0.731,1.5,4.4,5.9,0.4,0.7,0.7,1,1.8,6.1
482,Patrick Williams,PF,21,CHI,42,41,29.1,3.7,8.1,0.456,1.4,3.5,0.414,2.3,4.6,0.487,0.544,1,1.1,0.896,1,3.1,4.1,1.3,0.7,0.9,1.3,2.1,9.8
483,Robert Williams,C,25,BOS,10,1,19.8,3.4,4.1,0.829,0,0,,3.4,4.1,0.829,0.829,0.9,1.2,0.75,3,4.6,7.6,1.3,0.5,1.4,0.9,1.7,7.7
484,Vince Williams Jr.,SG,22,MEM,8,0,5.5,0.4,1.4,0.273,0.1,1,0.125,0.3,0.4,0.667,0.318,0,0,,0.1,0.5,0.6,0.4,0.5,0.1,0,0.6,0.9
485,Ziaire Williams,SF,21,MEM,15,0,17.2,2.5,6,0.422,0.7,2.9,0.256,1.8,3.1,0.574,0.483,0.6,0.7,0.9,0.4,2.6,3,1,0.5,0.2,1.3,2,6.4
486,Zion Williamson,PF,22,NOP,29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26
487,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1,0.714,1.7,3.3,5,3.4,1,0.4,1.5,3.1,6.8
488,James Wiseman,C,21,GSW,19,0,12.7,2.8,4.6,0.609,0.1,0.1,0.5,2.7,4.5,0.612,0.615,1.2,1.8,0.657,0.9,2.7,3.6,0.7,0.1,0.4,0.7,1.9,6.8
489,Christian Wood,PF,27,DAL,39,14,28.2,6.5,12.1,0.541,1.8,4.5,0.397,4.8,7.6,0.626,0.615,3.2,4.3,0.737,1.4,6.7,8.1,1.5,0.5,1.2,2.2,2.8,18
490,Delon Wright,PG,30,WAS,13,0,19.5,1.9,4.8,0.403,0.5,2.2,0.214,1.5,2.6,0.559,0.452,1,1.2,0.813,0.6,1.6,2.2,3.3,2.2,0.4,0.8,1.1,5.3
491,McKinley Wright IV,PG,24,DAL,12,0,9.6,0.7,1.7,0.4,0,0.3,0,0.7,1.3,0.5,0.4,0.3,0.5,0.667,0.3,0.7,1,1,0.6,0.1,0.7,1.1,1.7
492,Thaddeus Young,PF,34,TOR,35,9,16.5,2.2,4,0.543,0.1,0.7,0.174,2.1,3.3,0.615,0.557,0.4,0.5,0.737,1.6,2,3.6,1.6,1.1,0.1,0.7,1.8,4.9
493,Trae Young,PG,24,ATL,36,36,35.6,8.8,20.8,0.422,2.2,7.1,0.314,6.5,13.7,0.478,0.475,7.8,8.7,0.891,0.7,2.2,2.9,9.8,0.8,0.1,3.9,1.6,27.5
494,Ivica Zubac,C,25,LAC,41,41,29.2,4,6.4,0.626,0,0,0,4,6.3,0.631,0.626,2.2,3.2,0.695,3.4,7.1,10.5,1.1,0.4,1.3,2,3,10.2
